ID,focus,focus ID,adj idx,det idx,before,before gender,deprel,number,dep tree size,after,focus ID after,after gender
5800,mentor,21,-1,20,"Nacida Kristina Jonasdotter en Smaland , hija de los campesinos Jonas Nilsson y Cajsa - Stina Månsdotter fue descubierta por un mentor que permitió su desarrollo vocal . ",Masc,obl,Sing,9,"Nacida Kristina Jonasdotter en Smaland , hija de los campesinos Jonas Nilsson y Cajsa - Stina Månsdotter fue descubierta por una mentora que permitió su desarrollo vocal . ",21,Fem
5831,sobrino,7,-1,6,"Tenía que hacer un regalo a un sobrino , no sabía que comprar y allí me asesoraron . ",Masc,iobj,Sing,4,"Tenía que hacer un regalo a una sobrina , no sabía que comprar y allí me asesoraron . ",7,Fem
5893,hombre,1,-1,0,Los hombres tuvieron un ingreso promedio de $ 30.757 contra $ 23.931 de las mujeres . ,Masc,nsubj,Plur,3,Las mujeres tuvieron un ingreso promedio de $ 30.757 contra $ 23.931 de las mujeres . ,1,Fem
5902,secretario,22,23,21,"Algunos años más tarde , cuando Obregón era ministro de Guerra ( 1916 -- 1917 ) , Sáenz se convirtió en su secretario particular y después en jefe de Estado Mayor . ",Masc,obl,Sing,12,"Algunos años más tarde , cuando Obregón era ministro de Guerra ( 1916 -- 1917 ) , Sáenz se convirtió en su secretaria particular y después en jefe de Estado Mayor . ",22,Fem
6018,música,10,11,-1,El ambiente es bueno y el local está ambientado con música india y tapices que transportan a la India . ,Fem,nmod,Sing,11,El ambiente es bueno y el local está ambientado con músico india y tapices que transportan a la India . ,10,Masc
6060,profesor,1,-1,0,"El profesor sólo tiene su palabra como herramienta de trabajo , si se la quitamos , es un trabajador sin herramientas , no podrá hacer ningún trabajo útil con los alumnos . ",Masc,nsubj,Sing,3,"La profesora sólo tiene su palabra como herramienta de trabajo , si se la quitamos , es un trabajador sin herramientas , no podrá hacer ningún trabajo útil con los alumnos . ",1,Fem
6143,música,1,-1,0,La música de fondo que suena en la cinta de video de Flanders es I 'm Too Sexy de Right Said Fred . ,Fem,nsubj,Sing,14,El músico de fondo que suena en la cinta de video de Flanders es I 'm Too Sexy de Right Said Fred . ,1,Masc
6180,madre,8,-1,7,Antes de que los murciélagos puedan volar la madre carga hasta cuatro crías a la vez . ,Fem,nsubj,Sing,3,Antes de que los murciélagos puedan volar el padre carga hasta cuatro crías a la vez . ,8,Masc
6216,pintor,2,-1,1,"Buscaba el pintor experimentar las leyes de su pintura , construir la verdad con sus propios medios artísticos . ",Masc,nsubj,Sing,3,"Buscaba la pintora experimentar las leyes de su pintura , construir la verdad con sus propios medios artísticos . ",2,Fem
6225,empresario,14,-1,-1,"Hace bien poco que los controladores aéreos se declararon en huelga y no faltaron empresarios que pusieron el grito en el cielo contra los "" privilegiados "" que se ponen en huelga y "" secuestran un país "" porque tienen en su mano un servicio público como los aeropuertos . ",Masc,nsubj,Plur,36,"Hace bien poco que los controladores aéreos se declararon en huelga y no faltaron empresarias que pusieron el grito en el cielo contra los "" privilegiados "" que se ponen en huelga y "" secuestran un país "" porque tienen en su mano un servicio público como los aeropuertos . ",14,Fem
6281,hombre,34,-1,33,"Con el Thunderbird 2 fuera de servicio debido a un ataque accidental de la Armada , ¿ cómo Gordon transportará el Thunderbird 4 a Nueva York navegar un río subterráneo y salvar a los hombres antes de que su refugio sea completamente inundado ? ",Masc,obj,Plur,4,"Con el Thunderbird 2 fuera de servicio debido a un ataque accidental de la Armada , ¿ cómo Gordon transportará el Thunderbird 4 a Nueva York navegar un río subterráneo y salvar a las mujeres antes de que su refugio sea completamente inundado ? ",34,Fem
6282,jugador,6,-1,5,Andrés Iniesta es uno de esos jugadores que todo equipo quisiera tener . ,Masc,nmod,Plur,9,Andrés Iniesta es uno de esas jugadoras que todo equipo quisiera tener . ,6,Fem
6323,individuo,24,-1,-1,"También se dijo que un proceso tan vasto , con tantos acusados , no daba garantías constitucionales suficientes a cada uno de ellos como individuos , y que era un intento de "" hacer justicia en serie "" , como escribió un periodista . ",Masc,nmod,Plur,3,"También se dijo que un proceso tan vasto , con tantos acusados , no daba garantías constitucionales suficientes a cada uno de ellos como individuas , y que era un intento de "" hacer justicia en serie "" , como escribió un periodista . ",24,Fem
6328,individuo,30,31,-1,"Además , las fibras de elevada viscosidad y las capaces de generar geles aportan una ventaja adicional : incrementan la sensación de saciedad , lo cual , posiblemente , en individuos obesos conduce a reducción de peso . ",Masc,obl,Plur,4,"Además , las fibras de elevada viscosidad y las capaces de generar geles aportan una ventaja adicional : incrementan la sensación de saciedad , lo cual , posiblemente , en individuas obesas conduce a reducción de peso . ",30,Fem
6332,compañero,13,-1,12,"No participó en la Revolución de 1934 , pero sí defendió a algunos compañeros y amigos suyos que habían tomado parte , como el capitán de la Guardia Civil , Fernando Condés . ",Masc,obj,Plur,22,"No participó en la Revolución de 1934 , pero sí defendió a algunas compañeras y amigos suyos que habían tomado parte , como el capitán de la Guardia Civil , Fernando Condés . ",13,Fem
6339,música,6,7,5,"El glissando se utiliza en la música vocal con propósitos expresivos , imitando las inflexiones de la voz que se emplean comúnmente ( llanto , grito , risa , y otros ) . ",Fem,obl,Sing,5,"El glissando se utiliza en el músico vocal con propósitos expresivos , imitando las inflexiones de la voz que se emplean comúnmente ( llanto , grito , risa , y otros ) . ",6,Masc
6347,pilar,1,-1,0,Estos pilares también se usaban para señalar los límites fronterizos o para delimitar los diferentes estados . ,Masc,nsubj,Plur,3,Estas pilaras también se usaban para señalar los límites fronterizos o para delimitar los diferentes estados . ,1,Fem
6356,padre,6,-1,5,"Con veinte años pierde a su padre y hereda una buena fortuna , lo que le induce a viajar , primero por Italia , en donde asomó su faceta de jugador que le acompañó durante toda su vida . ",Masc,obj,Sing,4,"Con veinte años pierde a su madre y hereda una buena fortuna , lo que le induce a viajar , primero por Italia , en donde asomó su faceta de jugador que le acompañó durante toda su vida . ",6,Fem
6390,elector,1,-1,0,Los electores han votado con más frecuencia por los candidatos liberales a nivel estatal y federal que los de cualquier otra región en los Estados Unidos . ,Masc,nsubj,Plur,3,Las electoras han votado con más frecuencia por los candidatos liberales a nivel estatal y federal que los de cualquier otra región en los Estados Unidos . ,1,Fem
6396,jefe,2,1,0,"Los principales jefes de estos cuerpos eran : el General Bohórquez , el General Armero ( jefe de artillería compuesta de 4 cañones ) , el General Anzola , el General Pedro Marcos de la Rosa ; ",Masc,nsubj,Plur,7,"Las principales jefas de estos cuerpos eran : el General Bohórquez , el General Armero ( jefe de artillería compuesta de 4 cañones ) , el General Anzola , el General Pedro Marcos de la Rosa ; ",2,Fem
6406,hombre,1,-1,0,"Los hombres tenían unos ingresos medios de $ 24,000 frente a los $ 20,750 para las mujeres . ",Masc,nsubj,Plur,3,"Las mujeres tenían unos ingresos medios de $ 24,000 frente a los $ 20,750 para las mujeres . ",1,Fem
6406,mujer,16,-1,15,"Los hombres tenían unos ingresos medios de $ 24,000 frente a los $ 20,750 para las mujeres . ",Fem,nmod,Plur,4,"Los hombres tenían unos ingresos medios de $ 24,000 frente a los $ 20,750 para los hombres . ",16,Masc
6408,director,4,5,-1,Enseguida se convirtió en director deportivo ejerciendo sus funciones en el equipo Omega Pharma - Lotto . ,Masc,obl,Sing,4,Enseguida se convirtió en directora deportiva ejerciendo sus funciones en el equipo Omega Pharma - Lotto . ,4,Fem
6455,hermano,1,-1,-1,"Es hermano de los también jugadores profesionales Campy y Walker Russell , y tío de Walker Russell Jr. . ",Masc,root,Sing,20,"Es hermana de los también jugadores profesionales Campy y Walker Russell , y tío de Walker Russell Jr. . ",1,Fem
6514,secretario,19,-1,18,"Las constituciones de 1967 y 2004 dicen sobre ellos : "" El Presidente de la República designará libremente un Secretario y un Prosecretario , quienes actuarán como tales en el Consejo de Ministros . ",Masc,obj,Sing,16,"Las constituciones de 1967 y 2004 dicen sobre ellos : "" El Presidente de la República designará libremente una Secretaria y un Prosecretario , quienes actuarán como tales en el Consejo de Ministros . ",19,Fem
6583,director,3,-1,-1,Fue creador y director de la histórica revista satírica El Be Negre durante toda su corta trayectoria ( 1931-1936 ) . ,Masc,conj,Sing,3,Fue creador y directora de la histórica revista satírica El Be Negre durante toda su corta trayectoria ( 1931-1936 ) . ,3,Fem
6590,novia,13,-1,12,También en este escenario pasaron tiempo juntos en la playa Chad y su novia . ,Fem,conj,Sing,4,También en este escenario pasaron tiempo juntos en la playa Chad y su novio . ,13,Masc
6603,acusado,2,-1,1,"Entre los acusados están la hija de un millonario , un profesor asistente , un trabajador benéfico y un chico de 11 años . ",Masc,obl,Plur,4,"Entre las acusadas están la hija de un millonario , un profesor asistente , un trabajador benéfico y un chico de 11 años . ",2,Fem
6603,hija,5,-1,4,"Entre los acusados están la hija de un millonario , un profesor asistente , un trabajador benéfico y un chico de 11 años . ",Fem,nsubj,Sing,20,"Entre los acusados están el hijo de un millonario , un profesor asistente , un trabajador benéfico y un chico de 11 años . ",5,Masc
6609,jugador,5,-1,4,"Sinceramente , veo a los jugadores muy metidos y no he necesitado tener charlas individuales con ninguno de ellos , porque el grupo está plenamente concentrado . ",Masc,obj,Plur,4,"Sinceramente , veo a las jugadoras muy metidos y no he necesitado tener charlas individuales con ninguno de ellos , porque el grupo está plenamente concentrado . ",5,Fem
6662,hombre,1,-1,0,"El hombre se roció con nafta y se prendió fuego , pero las llamas fueron apagadas rápidamente , dijeron las fuentes . ",Masc,nsubj,Sing,3,"La mujer se roció con nafta y se prendió fuego , pero las llamas fueron apagadas rápidamente , dijeron las fuentes . ",1,Fem
6713,mujer,9,-1,8,"Por esto , se dio la libertad a la mujer , años antes de que en Colombia se aboliera el sistema esclavista . ",Fem,iobj,Sing,5,"Por esto , se dio la libertad al hombre , años antes de que en Colombia se aboliera el sistema esclavista . ",8,Masc
6716,profesor,1,6,-1,"Es profesor de literatura francesa , casado y tiene dos hijos . ",Masc,root,Sing,13,"Es profesora de literatura francesa , casada y tiene dos hijos . ",1,Fem
6749,madre,9,10,8,"Mitch , quien pasaba su tiempo cuidando a su madre enferma , se sentía muy solo , y ve a Blanche como la cura de su soledad . ",Fem,obj,Sing,5,"Mitch , quien pasaba su tiempo cuidando a su padre enferma , se sentía muy solo , y ve a Blanche como la cura de su soledad . ",9,Masc
6784,chica,16,-1,15,"Es bastante quejumbroso y lujurioso , cuando tiene la oportunidad intenta pervertir a alguna de las chicas , le da un toque bastante cómico a la serie . ",Fem,nmod,Plur,4,"Es bastante quejumbroso y lujurioso , cuando tiene la oportunidad intenta pervertir a alguna de los chicos , le da un toque bastante cómico a la serie . ",16,Masc
6800,ministro,17,-1,16,"Pero como consecuencia de las lluvias , dicha cifra pudo disminuir un 50 % , apuntó el ministro . ",Masc,nsubj,Sing,3,"Pero como consecuencia de las lluvias , dicha cifra pudo disminuir un 50 % , apuntó la ministra . ",17,Fem
6810,usuario,12,-1,11,"Muchos programas de colaboración almacenan remotamente los datos para que todos los usuarios trabajen con la misma información , y utilizan clientes híbridos para acceder a esa información . ",Masc,nsubj,Plur,4,"Muchos programas de colaboración almacenan remotamente los datos para que todas las usuarias trabajen con la misma información , y utilizan clientes híbridos para acceder a esa información . ",12,Fem
6873,anfitrión,26,-1,-1,"Después de las noticias recibidas de la pérdida de dinero de los Juegos Olímpicos de Montreal 1976 en Canadá , ninguna ciudad se presentó para ser anfitrión de los juegos de 1984 . ",Masc,advcl,Sing,9,"Después de las noticias recibidas de la pérdida de dinero de los Juegos Olímpicos de Montreal 1976 en Canadá , ninguna ciudad se presentó para ser anfitrióna de los juegos de 1984 . ",26,Fem
6889,madre,35,-1,34,"Sabía dónde había estado y dónde estaba , a mí nunca me contó detalles de lo que había vivido ahí adentro , lo que sí me contó es que lo habían torturado delante de su madre para que ella diera los datos de una hipoteca o de una casa que tenían . ",Fem,obl,Sing,5,"Sabía dónde había estado y dónde estaba , a mí nunca me contó detalles de lo que había vivido ahí adentro , lo que sí me contó es que lo habían torturado delante de su padre para que ella diera los datos de una hipoteca o de una casa que tenían . ",35,Masc
6893,pupila,12,15,-1,"Los efectos clínicos que indican una administración excesiva incluyen efectos periféricos como pupilas dilatadas no reactivas , visión borrosa , piel seca , caliente y enrojecida , sequedad de mucosas , hipertermia , elevación de la presión sanguínea y aumento de la respiración . ",Fem,obl,Plur,33,"Los efectos clínicos que indican una administración excesiva incluyen efectos periféricos como pupilos dilatados no reactivos , visión borrosa , piel seca , caliente y enrojecida , sequedad de mucosas , hipertermia , elevación de la presión sanguínea y aumento de la respiración . ",12,Masc
6911,usuario,6,-1,5,"Está estrictamente prohibido insultar a los usuarios , promocionar marcas comerciales o escribir mensajes que inciten a la violencia o discriminación . ",Masc,obj,Plur,4,"Está estrictamente prohibido insultar a las usuarias , promocionar marcas comerciales o escribir mensajes que inciten a la violencia o discriminación . ",6,Fem
6934,empleado,5,-1,4,"El trabajo lo harán los empleados , durará dos meses y comenzará la semana que viene . ",Masc,nsubj,Plur,3,"El trabajo lo harán las empleadas , durará dos meses y comenzará la semana que viene . ",5,Fem
6938,autor,1,-1,-1,Es autor de una docena de libros especializados . ,Masc,root,Sing,10,Es autora de una docena de libros especializados . ,1,Fem
6962,cazador,2,-1,1,"Como los cazadores preparan sus armas , que recuerdan la Guerra Civil y la emoción de la caza de los hombres en lugar de animales . ",Masc,obl,Plur,4,"Como las cazadoras preparan sus armas , que recuerdan la Guerra Civil y la emoción de la caza de los hombres en lugar de animales . ",2,Fem
6990,pareja,5,-1,4,"Fui en verano con mi pareja y nos encantó , las tapas estaban buenísimas , así que pedimos un par de bocadillos y genial . ",Fem,obl,Sing,4,"Fui en verano con mi socio y nos encantó , las tapas estaban buenísimas , así que pedimos un par de bocadillos y genial . ",5,Masc
7016,mujer,9,10,7,"En un edificio , ellos encuentran a una joven mujer ginoide , pero sin daño alguno . ",Fem,obj,Sing,6,"En un edificio , ellos encuentran a un joven hombre ginoide , pero sin daño alguno . ",9,Masc
7050,amigo,4,-1,3,"Fuimos recomendados por un amigo , y acertó . ",Masc,obl,Sing,4,"Fuimos recomendados por una amiga , y acertó . ",4,Fem
7081,extranjero,6,-1,-1,"En mayo de 2004 , 22 extranjeros fueron asesinados en una toma de rehenes , en septiembre de 2005 , fuerzas de seguridad saudíes irrumpieron en un escondite y mataron a todos los terroristas . ",Masc,nsubj:pass,Plur,3,"En mayo de 2004 , 22 extranjeras fueron asesinados en una toma de rehenes , en septiembre de 2005 , fuerzas de seguridad saudíes irrumpieron en un escondite y mataron a todos los terroristas . ",6,Fem
7083,diputada,20,21,-1,"De este modo gran cantidad de mujeres resultaron electas en 1951 por el partido para ocupar cargos legislativos : 23 diputadas nacionales , 6 senadoras nacionales , y si se cuentan a las legisladoras provinciales fueron electas en total 109 mujeres . ",Fem,parataxis,Plur,23,"De este modo gran cantidad de mujeres resultaron electas en 1951 por el partido para ocupar cargos legislativos : 23 diputados nacionales , 6 senadoras nacionales , y si se cuentan a las legisladoras provinciales fueron electas en total 109 mujeres . ",20,Masc
7180,individuo,1,-1,0,Los individuos más jóvenescon una longitud de menos de 3 cm ( 1 pulgada ) son de color gris marrón . ,Masc,nsubj,Plur,16,Las individuas más jóvenescon una longitud de menos de 3 cm ( 1 pulgada ) son de color gris marrón . ,1,Fem
7216,mujer,6,-1,5,"Luego , a mí ya mi mujer nos sacaron de allí y nos metieron en una ratonera en el barrio Pueyrredón , en una casa de Oropel . ",Fem,conj,Sing,4,"Luego , a mí ya mi hombre nos sacaron de allí y nos metieron en una ratonera en el barrio Pueyrredón , en una casa de Oropel . ",6,Masc
7256,antepasado,1,2,0,Sus antepasados esquimo - aleutianos cruzaron el estrecho de Bering y se asentaron también en Norteamérica . ,Masc,nsubj,Plur,6,Sus antepasadas esquima - aleutianos cruzaron el estrecho de Bering y se asentaron también en Norteamérica . ,1,Fem
7283,historiador,1,-1,0,Los historiadores de la radio aseguran que los emparejamientos de Rayburn con Lescoulie y con Finch fueron los primeros dúos masculinos de las mañanas radiofónicas . ,Masc,nsubj,Plur,6,Las historiadoras de la radio aseguran que los emparejamientos de Rayburn con Lescoulie y con Finch fueron los primeros dúos masculinos de las mañanas radiofónicas . ,1,Fem
7450,actor,25,26,24,"La película estaba basada en una atracción de parque temático y Johnny Depp , más conocido por actuar en películas de culto , era un actor principal con pocos resultados en taquilla . ",Masc,conj,Sing,10,"La película estaba basada en una atracción de parque temático y Johnny Depp , más conocido por actuar en películas de culto , era una actriz principal con pocos resultados en taquilla . ",25,Fem
7457,hijo,4,-1,-1,"El Zar no tenía hijos , y su heredero , el gran duque Constantino Pávlovich , renunció a sus derechos de sucesión en 1822 , lo que convertía a Nicolás en el nuevo Zarévich . ",Masc,obj,Plur,2,"El Zar no tenía hijas , y su heredero , el gran duque Constantino Pávlovich , renunció a sus derechos de sucesión en 1822 , lo que convertía a Nicolás en el nuevo Zarévich . ",4,Fem
7466,hermana,11,-1,10,"Con la ayuda de sus amigos Lamb logró evitar que su hermana fuese encarcelada de por vida , con la condición de que sería responsable de ella . ",Fem,nsubj,Sing,3,"Con la ayuda de sus amigos Lamb logró evitar que su hermano fuese encarcelada de por vida , con la condición de que sería responsable de ella . ",11,Masc
7488,dueña,19,-1,18,Queríamos ir un grupo de 8 personas - por lo que cabríamos en la casa grande - pero la dueña de la casa nos dijo que para hacer uso de la piscina teníamos que alquilar las dos casas . ,Fem,nsubj,Sing,6,Queríamos ir un grupo de 8 personas - por lo que cabríamos en la casa grande - pero el dueño de la casa nos dijo que para hacer uso de la piscina teníamos que alquilar las dos casas . ,19,Masc
7507,jugador,11,-1,10,El jugador de nivel que entra en este esquema es un jugador de ataque que se sabe muy superior a su rival y le hará la vida imposible más adelante . ,Masc,root,Sing,32,La jugadora de nivel que entra en este esquema es una jugadora de ataque que se sabe muy superior a su rival y le hará la vida imposible más adelante . ,11,Fem
7533,aficionado,1,-1,0,"Los aficionados podrán avanzar en todos los niveles de buceo , obteniendo hasta 6 certificaciones distintas , desde el "" Open Water Diver "" con las primeras inmersiones hasta el "" Dive Master "" , el nivel más avanzado . ",Masc,nsubj,Plur,3,"Las aficionadas podrán avanzar en todos los niveles de buceo , obteniendo hasta 6 certificaciones distintas , desde el "" Open Water Diver "" con las primeras inmersiones hasta el "" Dive Master "" , el nivel más avanzado . ",1,Fem
7543,empleado,9,-1,-1,Antes de entrar en la vida religiosa trabajó como empleado . ,Masc,obl,Sing,3,Antes de entrar en la vida religiosa trabajó como empleada . ,9,Fem
7571,actor,1,-1,0,"Los actores debieron volver a rodar , además , esas escenas en escenarios de captura de movimiento . ",Masc,nsubj,Plur,3,"Las actrices debieron volver a rodar , además , esas escenas en escenarios de captura de movimiento . ",1,Fem
7579,actor,12,-1,-1,Antes de su papel en Guardianes de la Noche ya era un actor popular y conocido en el teatro y la televisión de Rusia . ,Masc,fixed,Sing,2,Antes de su papel en Guardianes de la Noche ya era un actriz popular y conocido en el teatro y la televisión de Rusia . ,12,Fem
7625,hijo,1,-1,0,Mis hijos mientras tanto desaparecieron con los juegos de play y el minicine . ,Masc,nsubj,Plur,3,Mis hijas mientras tanto desaparecieron con los juegos de play y el minicine . ,1,Fem
7689,compañero,2,-1,1,De los compañeros puedo decir lo mismo . ,Masc,obl,Plur,4,De las compañeras puedo decir lo mismo . ,2,Fem
7697,madre,2,-1,1,"De su madre Arnoldo dice sencillamente "" fue una gran amante de la oración "" . ",Fem,obl,Sing,4,"De su padre Arnoldo dice sencillamente "" fue una gran amante de la oración "" . ",2,Masc
7715,madre,1,-1,0,"La madre se casó con William Molard , músico medio francés y medio noruego , y se instalaron en París . ",Fem,nsubj,Sing,3,"El padre se casó con William Molard , músico medio francés y medio noruego , y se instalaron en París . ",1,Masc
7731,empleado,4,7,3,"Y uno de sus empleados contables más famosos fue el presidente Julio Lozano Díaz , quien en 1938 publicaría "" La Industria Minera protegida por el Estado de Honduras "" todo esto debido a que el año anterior ( 1937 ) la empresa minera norteamericana llegara a un punto culminante de ganancias , mediante una superproducción de aproximada de 3,211296 onzas de oro registradas como plata por motivos impositivos . ",Masc,nmod,Plur,7,"Y uno de sus empleadas contables más famosas fue el presidente Julio Lozano Díaz , quien en 1938 publicaría "" La Industria Minera protegida por el Estado de Honduras "" todo esto debido a que el año anterior ( 1937 ) la empresa minera norteamericana llegara a un punto culminante de ganancias , mediante una superproducción de aproximada de 3,211296 onzas de oro registradas como plata por motivos impositivos . ",4,Fem
7755,jefe,17,-1,-1,"Después de los combates de Sette - Pani en Pouzzole sur le Mincio , pasa a ser jefe de batallón de un Regimiento de Línea . ",Masc,obl,Sing,11,"Después de los combates de Sette - Pani en Pouzzole sur le Mincio , pasa a ser jefa de batallón de un Regimiento de Línea . ",17,Fem
7773,amigo,9,-1,8,El pasado fin de semana me acerqué con unos amigos a conocer Palencia . ,Masc,obl,Plur,4,El pasado fin de semana me acerqué con unas amigas a conocer Palencia . ,9,Fem
7798,hombre,4,1,-1,"En total , 23.100 hombres . ",Masc,root,Plur,7,"En total , 23.100 mujeres . ",4,Fem
7799,actriz,4,-1,-1,Muy bien considerada como actriz . ,Fem,nmod,Sing,3,Muy bien considerada como actor . ,4,Masc
7818,hombre,10,-1,-1,"Fabio anticipó el movimiento y bloqueó el paso con 4.000 hombres , acampando cerca con el ejército principal . ",Masc,obl,Plur,4,"Fabio anticipó el movimiento y bloqueó el paso con 4.000 mujeres , acampando cerca con el ejército principal . ",10,Fem
7826,padre,13,-1,-1,"La producción concluye con una canción de Oscar Conde , No te llames padre , que alude a la responsabilidad de la paternidad . ",Masc,obj,Sing,2,"La producción concluye con una canción de Oscar Conde , No te llames madre , que alude a la responsabilidad de la paternidad . ",13,Fem
7855,actor,22,-1,-1,"Charles Duncan , que interpretaba a Spit , dejó la producción , y Leo , su suplente , se vio promocionado como actor . ",Masc,obl,Sing,3,"Charles Duncan , que interpretaba a Spit , dejó la producción , y Leo , su suplente , se vio promocionado como actriz . ",22,Fem
7857,escritor,25,28,24,"Patriarca de las letras gallegas , este orensano de pro perteneciente a la Generación Nós ( "" Nosotros "" ) , es uno de los escritores gallegos más importantes . ",Masc,nmod,Plur,7,"Patriarca de las letras gallegas , este orensano de pro perteneciente a la Generación Nós ( "" Nosotros "" ) , es uno de las escritoras gallegas más importantes . ",25,Fem
7863,padre,14,-1,13,"Desde pequeña manifesto interés y talento por la actuación , por lo que sus padres la inscribieron en la escuela infantil de teatro Vår Teater , a los ocho años de edad . ",Masc,nsubj,Plur,3,"Desde pequeña manifesto interés y talento por la actuación , por lo que sus madres la inscribieron en la escuela infantil de teatro Vår Teater , a los ocho años de edad . ",14,Fem
7929,hombre,1,-1,0,"Los hombres tenían unos ingresos medios de $ 27,000 frente a los $ 19,297 para las mujeres . ",Masc,nsubj,Plur,3,"Las mujeres tenían unos ingresos medios de $ 27,000 frente a los $ 19,297 para las mujeres . ",1,Fem
7947,funcionario,11,12,-1,"En 1963 marchó a vivir a Madrid , donde trabaja como funcionario público en la Administración Central . ",Masc,obl,Sing,4,"En 1963 marchó a vivir a Madrid , donde trabaja como funcionaria pública en la Administración Central . ",11,Fem
7951,ganador,1,-1,0,"El ganador de cada grupo ascendió a la División I para el Campeonato Mundial Sub - 20 de Hockey sobre Hielo 2010 , mientras que el último de cada grupo descendió a la División III . ",Masc,nsubj,Sing,6,"La ganadora de cada grupo ascendió a la División I para el Campeonato Mundial Sub - 20 de Hockey sobre Hielo 2010 , mientras que el último de cada grupo descendió a la División III . ",1,Fem
8035,mujer,10,-1,9,"Fueron tan crueles los ataques que en primer lugar las mujeres y niños fueron enviados a vivir lejos , junto con los hombres de la Casa de Hador . ",Fem,nsubj:pass,Plur,5,"Fueron tan crueles los ataques que en primer lugar los hombres y niños fueron enviados a vivir lejos , junto con los hombres de la Casa de Hador . ",10,Masc
8085,pareja,1,-1,0,La pareja tuvo tres hijos y un gran número de hijas . ,Fem,nsubj,Sing,3,El socio tuvo tres hijos y un gran número de hijas . ,1,Masc
8085,hijo,4,-1,-1,La pareja tuvo tres hijos y un gran número de hijas . ,Masc,obj,Plur,9,La pareja tuvo tres hijas y un gran número de hijas . ,4,Fem
8102,niño,10,-1,9,En la leyendas pipiles los mitos se enfocan en los niños o muchachos de la lluvia . ,Masc,obl,Plur,9,En la leyendas pipiles los mitos se enfocan en las niñas o muchachos de la lluvia . ,10,Fem
8108,mujer,10,-1,9,"Fueron tan crueles los ataques que en primer lugar las mujeres y niños fueron enviados a vivir lejos , junto con los hombres de la Casa de Hador . ",Fem,nsubj:pass,Plur,5,"Fueron tan crueles los ataques que en primer lugar los hombres y niños fueron enviados a vivir lejos , junto con los hombres de la Casa de Hador . ",10,Masc
8168,trabajador,13,-1,12,"Cumplió un gran servicio para los capitalistas utilizando su origen obrero contra los trabajadores , como hizo recientemente atacando el derecho de huelga de los estatales . ",Masc,obl,Plur,4,"Cumplió un gran servicio para los capitalistas utilizando su origen obrero contra las trabajadoras , como hizo recientemente atacando el derecho de huelga de los estatales . ",13,Fem
8217,pareja,11,12,10,"Por ello exclamó : « ¡ Todas las criaturas tienen la pareja apropiada , menos yo ! ",Fem,obj,Sing,4,"Por ello exclamó : « ¡ Todas las criaturas tienen el socio apropiado , menos yo ! ",11,Masc
8239,jugador,1,-1,0,"El jugador puede elegir entre el sargento Nicholai , el teniente Mikhail o el mercenario Carlos . ",Masc,nsubj,Sing,3,"La jugadora puede elegir entre el sargento Nicholai , el teniente Mikhail o el mercenario Carlos . ",1,Fem
8283,músico,0,5,-1,"Músico , compositor y productor mexicano . ",Masc,root,Sing,8,"Música , compositor y productor mexicana . ",0,Fem
8314,hombre,2,-1,1,"Mientras el hombre grita ante el cuervo , este sólo le responde « nunca más » . ",Masc,nsubj,Sing,3,"Mientras la mujer grita ante el cuervo , este sólo le responde « nunca más » . ",2,Fem
8402,jugador,18,-1,17,"En vez de jugar con un sólo pj a la vez , se juega con varios personajes los jugadores pueden controlar una party de hasta tres personajes a la vez que lo hacen similar a un gameplay de un juego de estratégia en tiempo real . ",Masc,nsubj,Plur,3,"En vez de jugar con un sólo pj a la vez , se juega con varios personajes las jugadoras pueden controlar una party de hasta tres personajes a la vez que lo hacen similar a un gameplay de un juego de estratégia en tiempo real . ",18,Fem
8425,música,32,34,31,"En 1948 , partió hacia los Estados Unidos en dónde no le resultó posible revitalizar su carrera de concertista de piano , pero continuó componiendo y se empezó a interesar por la música folclórica americana . ",Fem,obl,Sing,6,"En 1948 , partió hacia los Estados Unidos en dónde no le resultó posible revitalizar su carrera de concertista de piano , pero continuó componiendo y se empezó a interesar por el músico folclórico americana . ",32,Masc
8440,aficionado,8,-1,7,Samus ha sido generalmente bien recibido por los aficionados a los videojuegos . ,Masc,obl,Plur,7,Samus ha sido generalmente bien recibido por las aficionadas a los videojuegos . ,8,Fem
8468,esposo,17,-1,16,"Glaumvör , la esposa de Gunnarr también había tenido malos sueños y se los explicó a su esposo , pero este también hizo caso omiso a las advertencias . ",Masc,iobj,Sing,4,"Glaumvör , la esposa de Gunnarr también había tenido malos sueños y se los explicó a su esposa , pero este también hizo caso omiso a las advertencias . ",17,Fem
8471,autor,1,-1,-1,"Es autor de distintas obras de análisis político y sociológico entre las que se destaca "" Política y Partidos en Bolivia "" , donde trata sobre las ideas políticas y presenta un estudio sobre los partidos bolivianos . ",Masc,root,Sing,39,"Es autora de distintas obras de análisis político y sociológico entre las que se destaca "" Política y Partidos en Bolivia "" , donde trata sobre las ideas políticas y presenta un estudio sobre los partidos bolivianos . ",1,Fem
8496,hijo,10,-1,-1,Insistió en regresar a Inglaterra antes de comenzar a tener hijos . ,Masc,obj,Plur,2,Insistió en regresar a Inglaterra antes de comenzar a tener hijas . ,10,Fem
8669,ganador,5,-1,4,Los jurados escogen a los ganadores de entre una previa selección de nominados ( no superior a siete ) . ,Masc,obj,Plur,4,Los jurados escogen a las ganadoras de entre una previa selección de nominados ( no superior a siete ) . ,5,Fem
